Id,weekly_Sales
20_1_2013-06-07,29547.48
20_1_2013-06-14,29525.51
20_1_2013-06-21,29220.55
20_1_2013-06-28,29547.48
20_1_2013-07-05,28442.72
20_1_2013-07-12,29240.93
20_1_2013-07-19,28806.8
20_1_2013-07-26,29606.6
20_2_2012-11-02,82981.54
20_2_2012-11-09,78616.39
20_2_2012-11-16,73054.31
20_2_2012-11-23,71700.29
20_2_2012-11-30,68649.2
20_2_2012-12-07,62038.76
20_2_2012-12-14,67168.24
20_2_2012-12-21,73364.19
20_2_2012-12-28,67777.32
20_2_2013-01-04,76263.01
20_2_2013-01-11,73125.57
20_2_2013-01-18,73063.24
20_2_2013-01-25,70188.23
20_2_2013-02-01,85637.66
20_2_2013-02-08,85812.69
20_2_2013-02-15,76679.8
20_2_2013-02-22,71945.51
20_2_2013-03-01,83527.06
20_2_2013-03-08,82981.54
20_2_2013-03-15,73395.72
20_2_2013-03-22,74934.52
20_2_2013-03-29,73956.11
20_2_2013-04-05,82981.54
20_2_2013-04-12,73956.11
20_2_2013-04-19,74354.01
20_2_2013-04-26,73395.72
20_2_2013-05-03,78207.8
20_2_2013-05-10,77356.92
20_2_2013-05-17,76918.57
20_2_2013-05-24,77240.7
20_2_2013-05-31,74876.36
20_2_2013-06-07,78207.8
20_2_2013-06-14,77356.92
20_2_2013-06-21,77356.92
20_2_2013-06-28,77198.61
20_2_2013-07-05,78555.3
20_2_2013-07-12,77918.73
20_2_2013-07-19,78081.45
20_2_2013-07-26,75553.76
20_3_2012-11-02,11792.15
20_3_2012-11-09,11535.14
20_3_2012-11-16,11422.58
20_3_2012-11-23,15606.6
20_3_2012-11-30,13003.17
20_3_2012-12-07,17591.95
20_3_2012-12-14,19304.2
20_3_2012-12-21,20091.35
20_3_2012-12-28,12107.32
20_3_2013-01-04,15884.55
20_3_2013-01-11,16060.17
20_3_2013-01-18,17268.17
20_3_2013-01-25,15884.55
20_3_2013-02-01,15884.55
20_3_2013-02-08,15257.84
20_3_2013-02-15,14479.43
20_3_2013-02-22,12868.83
20_3_2013-03-01,13134.64
20_3_2013-03-08,13625.47
20_3_2013-03-15,11715.86
20_3_2013-03-22,11792.15
20_3_2013-03-29,11762.13
20_3_2013-04-05,11967.2
20_3_2013-04-12,10840.97
20_3_2013-04-19,11152.02
20_3_2013-04-26,11086.29
20_3_2013-05-03,16648.02
20_3_2013-05-10,16404.21
20_3_2013-05-17,15906.1
20_3_2013-05-24,15192.94
20_3_2013-05-31,14011.58
20_3_2013-06-07,15516.49
20_3_2013-06-14,15434.92
20_3_2013-06-21,15338.85
20_3_2013-06-28,15192.94
20_3_2013-07-05,14172.57
20_3_2013-07-12,28953.42
20_3_2013-07-19,38361.42
20_3_2013-07-26,38361.42
20_4_2012-11-02,55161.44
20_4_2012-11-09,52929.89
20_4_2012-11-16,51366.39
20_4_2012-11-23,46313.64
20_4_2012-11-30,44676.88
20_4_2012-12-07,48812.14
20_4_2012-12-14,50998.1
20_4_2012-12-21,54318.01
20_4_2012-12-28,48009.38
20_4_2013-01-04,58547.65
20_4_2013-01-11,50085.19
20_4_2013-01-18,48530.91
20_4_2013-01-25,45272.12
20_4_2013-02-01,53744.4
20_4_2013-02-08,53949.55
20_4_2013-02-15,48611.53
20_4_2013-02-22,47184.05
20_4_2013-03-01,52908.8
20_4_2013-03-08,52908.8
20_4_2013-03-15,47034.61
20_4_2013-03-22,47034.61
20_4_2013-03-29,46959.01
20_4_2013-04-05,56629.77
20_4_2013-04-12,47034.61
20_4_2013-04-19,47184.05
20_4_2013-04-26,46210.67
20_4_2013-05-03,48636.71
20_4_2013-05-10,46013.71
20_4_2013-05-17,45361.55
20_4_2013-05-24,47874.24
20_4_2013-05-31,48668.13
20_4_2013-06-07,49349.69
20_4_2013-06-14,47254.67
20_4_2013-06-21,47610.15
20_4_2013-06-28,47610.15
20_4_2013-07-05,52431.43
20_4_2013-07-12,47874.24
20_4_2013-07-19,48149.1
20_4_2013-07-26,47610.15
20_5_2012-11-02,45662.48
20_5_2012-11-09,43753.95
20_5_2012-11-16,43753.95
20_5_2012-11-23,106312.84
20_5_2012-11-30,60991.1
20_5_2012-12-07,48431.59
20_5_2012-12-14,65295.08
20_5_2012-12-21,102176.04
20_5_2012-12-28,53762.19
20_5_2013-01-04,31541.65
20_5_2013-01-11,29568.19
20_5_2013-01-18,29568.19
20_5_2013-01-25,29568.19
20_5_2013-02-01,49953.6
20_5_2013-02-08,49953.6
20_5_2013-02-15,43356.38
20_5_2013-02-22,43356.38
20_5_2013-03-01,43356.38
20_5_2013-03-08,44997.8
20_5_2013-03-15,37977.45
20_5_2013-03-22,41644.17
20_5_2013-03-29,41644.17
20_5_2013-04-05,43356.38
20_5_2013-04-12,32855.76
20_5_2013-04-19,33162.14
20_5_2013-04-26,35726.53
20_5_2013-05-03,40347.24
20_5_2013-05-10,39118.24
20_5_2013-05-17,39118.24
20_5_2013-05-24,36373.69
20_5_2013-05-31,39293.36
20_5_2013-06-07,42448.45
20_5_2013-06-14,39036.4
20_5_2013-06-21,39293.36
20_5_2013-06-28,36373.69
20_5_2013-07-05,34164.27
20_5_2013-07-12,34164.27
20_5_2013-07-19,34212.02
20_5_2013-07-26,37554.49
20_6_2012-11-02,5140.16
20_6_2012-11-09,5041.24
20_6_2012-11-16,5369.52
20_6_2012-11-23,32321.64
20_6_2012-11-30,11135.96
20_6_2012-12-07,5105.92
20_6_2012-12-14,8774.08
20_6_2012-12-21,15689.59
20_6_2012-12-28,8905.75
20_6_2013-01-04,2423.96
20_6_2013-01-11,2537.73
20_6_2013-01-18,2768.54
20_6_2013-01-25,2904.76
20_6_2013-02-01,4469.34
20_6_2013-02-08,5140.16
20_6_2013-02-15,5140.16
20_6_2013-02-22,5038.36
20_6_2013-03-01,4492.35
20_6_2013-03-08,4694.38
20_6_2013-03-15,5424.66
20_6_2013-03-22,5424.66
20_6_2013-03-29,5140.16
20_6_2013-04-05,5140.16
20_6_2013-04-12,5779.78
20_6_2013-04-19,5958.28
20_6_2013-04-26,5849.26
20_6_2013-05-03,5895.27
20_6_2013-05-10,5895.27
20_6_2013-05-17,6078.84
20_6_2013-05-24,6700.22
20_6_2013-05-31,6826.13
20_6_2013-06-07,5884.68
20_6_2013-06-14,6817.85
20_6_2013-06-21,6323.99
20_6_2013-06-28,5829.06
20_6_2013-07-05,6001.02
20_6_2013-07-12,5964.64
20_6_2013-07-19,6486.07
20_6_2013-07-26,5823.1
20_7_2012-11-02,74878.36
20_7_2012-11-09,73198.96
20_7_2012-11-16,73198.96
20_7_2012-11-23,125080.78
20_7_2012-11-30,65318.48
20_7_2012-12-07,99158.61
20_7_2012-12-14,119493.03
20_7_2012-12-21,148730.01
20_7_2012-12-28,45659.44
20_7_2013-01-04,17538.97
20_7_2013-01-11,17538.97
20_7_2013-01-18,19496.87
20_7_2013-01-25,22001.9
20_7_2013-02-01,33519.59
20_7_2013-02-08,35018.8
20_7_2013-02-15,33519.59
20_7_2013-02-22,32787.24
20_7_2013-03-01,35018.8
20_7_2013-03-08,35018.8
20_7_2013-03-15,35018.8
20_7_2013-03-22,41359.5
20_7_2013-03-29,41359.5
20_7_2013-04-05,41047.45
20_7_2013-04-12,37826.52
20_7_2013-04-19,34549.39
20_7_2013-04-26,45468.11
20_7_2013-05-03,52005.92
20_7_2013-05-10,48726.63
20_7_2013-05-17,44023.01
20_7_2013-05-24,50327.14
20_7_2013-05-31,50283.23
20_7_2013-06-07,57751.03
20_7_2013-06-14,54519.93
20_7_2013-06-21,53840.5
20_7_2013-06-28,53098.23
20_7_2013-07-05,57751.03
20_7_2013-07-12,50064.05
20_7_2013-07-19,48726.63
20_7_2013-07-26,46431.78
20_8_2012-11-02,86114.46
20_8_2012-11-09,82509.44
20_8_2012-11-16,79428.33
20_8_2012-11-23,67493.53
20_8_2012-11-30,67493.53
20_8_2012-12-07,79033.07
20_8_2012-12-14,79417.67
20_8_2012-12-21,93571.65
20_8_2012-12-28,64384.47
20_8_2013-01-04,88699.21
20_8_2013-01-11,76242.09
20_8_2013-01-18,75676.02
20_8_2013-01-25,76798.22
20_8_2013-02-01,85757.6
20_8_2013-02-08,82509.44
20_8_2013-02-15,77571.8
20_8_2013-02-22,76887.18
20_8_2013-03-01,78706.94
20_8_2013-03-08,82509.44
20_8_2013-03-15,77500.73
20_8_2013-03-22,77371.96
20_8_2013-03-29,79428.33
20_8_2013-04-05,80587.5
20_8_2013-04-12,76242.09
20_8_2013-04-19,77371.96
20_8_2013-04-26,77371.96
20_8_2013-05-03,79921.2
20_8_2013-05-10,68929.1
20_8_2013-05-17,69532.43
20_8_2013-05-24,68929.1
20_8_2013-05-31,68929.1
20_8_2013-06-07,76547.94
20_8_2013-06-14,69861.07
20_8_2013-06-21,69861.07
20_8_2013-06-28,70828.58
20_8_2013-07-05,76798.22
20_8_2013-07-12,69861.07
20_8_2013-07-19,69861.07
20_8_2013-07-26,69532.43
20_9_2012-11-02,41607.01
20_9_2012-11-09,38302.28
20_9_2012-11-16,43474.83
20_9_2012-11-23,43670.1
20_9_2012-11-30,34965.8
20_9_2012-12-07,39008.94
20_9_2012-12-14,34616.08
20_9_2012-12-21,38343.82
20_9_2012-12-28,28379.79
20_9_2013-01-04,14993.67
20_9_2013-01-11,14311.87
20_9_2013-01-18,14993.67
20_9_2013-01-25,14311.87
20_9_2013-02-01,16832.46
20_9_2013-02-08,22942.51
20_9_2013-02-15,22942.51
20_9_2013-02-22,22942.51
20_9_2013-03-01,26462.99
20_9_2013-03-08,26462.99
20_9_2013-03-15,27404.5
20_9_2013-03-22,31404.21
20_9_2013-03-29,31404.21
20_9_2013-04-05,39509.77
20_9_2013-04-12,48643.94
20_9_2013-04-19,44318.43
20_9_2013-04-26,41778.63
20_9_2013-05-03,44164.11
20_9_2013-05-10,44086.33
20_9_2013-05-17,39554.54
20_9_2013-05-24,47462.92
20_9_2013-05-31,46021.26
20_9_2013-06-07,47764.84
20_9_2013-06-14,46021.26
20_9_2013-06-21,46021.26
20_9_2013-06-28,47204.19
20_9_2013-07-05,47705.44
20_9_2013-07-12,47927.37
20_9_2013-07-19,44373.32
20_9_2013-07-26,45275.85
20_10_2012-11-02,43474.83
20_10_2012-11-09,40708.45
20_10_2012-11-16,43165.22
20_10_2012-11-23,41607.01
20_10_2012-11-30,35351.73
20_10_2012-12-07,40384.43
20_10_2012-12-14,36587.73
20_10_2012-12-21,40904.06
20_10_2012-12-28,35351.73
20_10_2013-01-04,40706.22
20_10_2013-01-11,37823.5
20_10_2013-01-18,37823.5
20_10_2013-01-25,39554.54
20_10_2013-02-01,40706.22
20_10_2013-02-08,45672.71
20_10_2013-02-15,40706.22
20_10_2013-02-22,40706.22
20_10_2013-03-01,39360.12
20_10_2013-03-08,36587.73
20_10_2013-03-15,35351.73
20_10_2013-03-22,36587.73
20_10_2013-03-29,36587.73
20_10_2013-04-05,40708.45
20_10_2013-04-12,43165.22
20_10_2013-04-19,41698.55
20_10_2013-04-26,42521.02
20_10_2013-05-03,39611.47
20_10_2013-05-10,38475.71
20_10_2013-05-17,38343.82
20_10_2013-05-24,38302.28
20_10_2013-05-31,38002.52
20_10_2013-06-07,42003.21
20_10_2013-06-14,39611.47
20_10_2013-06-21,39533.37
20_10_2013-06-28,40904.06
20_10_2013-07-05,40235.21
20_10_2013-07-12,39123.96
20_10_2013-07-19,38036.87
20_10_2013-07-26,37682.21
20_11_2012-11-02,27032.67
20_11_2012-11-09,28957.02
20_11_2012-11-16,24016.41
20_11_2012-11-23,30404.27
20_11_2012-11-30,29651.32
20_11_2012-12-07,31697.38
20_11_2012-12-14,31697.38
20_11_2012-12-21,31697.38
20_11_2012-12-28,22591.58
20_11_2013-01-04,25070.33
20_11_2013-01-11,21698.05
20_11_2013-01-18,21280.5
20_11_2013-01-25,23758.86
20_11_2013-02-01,23594.01
20_11_2013-02-08,24369.59
20_11_2013-02-15,21309.54
20_11_2013-02-22,22737.58
20_11_2013-03-01,23594.01
20_11_2013-03-08,21280.5
20_11_2013-03-15,19941.3
20_11_2013-03-22,20446.69
20_11_2013-03-29,20180.4
20_11_2013-04-05,21262.17
20_11_2013-04-12,20180.4
20_11_2013-04-19,18475.71
20_11_2013-04-26,17778.24
20_11_2013-05-03,22805.58
20_11_2013-05-10,22732.46
20_11_2013-05-17,20400.19
20_11_2013-05-24,28061.38
20_11_2013-05-31,22726.57
20_11_2013-06-07,27372.29
20_11_2013-06-14,29742.58
20_11_2013-06-21,25502.77
20_11_2013-06-28,28026.87
20_11_2013-07-05,28067.44
20_11_2013-07-12,27372.29
20_11_2013-07-19,28293.58
20_11_2013-07-26,23762.79
20_12_2012-11-02,6678.51
20_12_2012-11-09,6553.73
20_12_2012-11-16,6360.81
20_12_2012-11-23,5205.25
20_12_2012-11-30,4568.93
20_12_2012-12-07,4974.66
20_12_2012-12-14,4568.93
20_12_2012-12-21,4348.45
20_12_2012-12-28,3818.48
20_12_2013-01-04,4897.67
20_12_2013-01-11,4709.72
20_12_2013-01-18,5193.9
20_12_2013-01-25,4462.03
20_12_2013-02-01,5673.72
20_12_2013-02-08,5655.66
20_12_2013-02-15,6055.53
20_12_2013-02-22,6022.5
20_12_2013-03-01,6553.73
20_12_2013-03-08,6461.66
20_12_2013-03-15,6737.93
20_12_2013-03-22,6553.73
20_12_2013-03-29,6553.73
20_12_2013-04-05,6753.75
20_12_2013-04-12,9197.12
20_12_2013-04-19,8440.25
20_12_2013-04-26,6678.51
20_12_2013-05-03,9051.1
20_12_2013-05-10,8969.59
20_12_2013-05-17,8803.09
20_12_2013-05-24,9124.44
20_12_2013-05-31,8948.43
20_12_2013-06-07,9266.47
20_12_2013-06-14,9124.44
20_12_2013-06-21,9124.44
20_12_2013-06-28,9266.47
20_12_2013-07-05,9124.44
20_12_2013-07-12,9266.47
20_12_2013-07-19,8969.59
20_12_2013-07-26,9124.44
20_13_2012-11-02,61616.89
20_13_2012-11-09,55469.85
20_13_2012-11-16,53400.87
20_13_2012-11-23,50108.15
20_13_2012-11-30,48567.92
20_13_2012-12-07,54178.36
20_13_2012-12-14,49866.01
20_13_2012-12-21,52253.35
20_13_2012-12-28,48567.92
20_13_2013-01-04,62073.65
20_13_2013-01-11,54880.23
20_13_2013-01-18,56944.29
20_13_2013-01-25,52153.14
20_13_2013-02-01,60797.65
20_13_2013-02-08,54475.94
20_13_2013-02-15,56944.29
20_13_2013-02-22,53205.61
20_13_2013-03-01,61486.14
20_13_2013-03-08,56944.29
20_13_2013-03-15,53205.61
20_13_2013-03-22,53400.87
20_13_2013-03-29,54401.94
20_13_2013-04-05,59788.22
20_13_2013-04-12,52274.87
20_13_2013-04-19,53400.87
20_13_2013-04-26,53391.38
20_13_2013-05-03,56560.13
20_13_2013-05-10,50885.7
20_13_2013-05-17,51268.76
20_13_2013-05-24,50904.1
20_13_2013-05-31,51148.0
20_13_2013-06-07,54234.46
20_13_2013-06-14,51148.0
20_13_2013-06-21,51148.0
20_13_2013-06-28,51268.76
20_13_2013-07-05,51576.1
20_13_2013-07-12,51435.72
20_13_2013-07-19,50609.81
20_13_2013-07-26,53163.76
20_14_2012-11-02,24022.94
20_14_2012-11-09,25853.15
20_14_2012-11-16,33178.52
20_14_2012-11-23,60464.48
20_14_2012-11-30,36594.03
20_14_2012-12-07,35727.57
20_14_2012-12-14,42515.43
20_14_2012-12-21,60464.48
20_14_2012-12-28,35596.88
20_14_2013-01-04,18814.14
20_14_2013-01-11,18814.14
20_14_2013-01-18,19263.35
20_14_2013-01-25,17620.7
20_14_2013-02-01,26118.34
20_14_2013-02-08,27602.03
20_14_2013-02-15,25144.31
20_14_2013-02-22,25144.31
20_14_2013-03-01,23286.82
20_14_2013-03-08,26118.34
20_14_2013-03-15,22030.64
20_14_2013-03-22,22608.27
20_14_2013-03-29,21090.07
20_14_2013-04-05,23222.08
20_14_2013-04-12,21850.61
20_14_2013-04-19,21624.77
20_14_2013-04-26,21090.07
20_14_2013-05-03,25586.71
20_14_2013-05-10,24486.49
20_14_2013-05-17,24486.49
20_14_2013-05-24,24486.49
20_14_2013-05-31,23520.87
20_14_2013-06-07,25323.88
20_14_2013-06-14,25447.01
20_14_2013-06-21,25126.22
20_14_2013-06-28,23520.87
20_14_2013-07-05,25669.92
20_14_2013-07-12,24406.15
20_14_2013-07-19,24406.15
20_14_2013-07-26,23303.95
20_16_2012-11-02,4882.09
20_16_2012-11-09,4841.71
20_16_2012-11-16,4841.71
20_16_2012-11-23,5088.21
20_16_2012-11-30,4891.0
20_16_2012-12-07,4374.74
20_16_2012-12-14,4841.71
20_16_2012-12-21,4877.02
20_16_2012-12-28,4853.58
20_16_2013-01-04,7000.44
20_16_2013-01-11,5822.21
20_16_2013-01-18,5671.94
20_16_2013-01-25,5889.63
20_16_2013-02-01,7000.44
20_16_2013-02-08,7000.44
20_16_2013-02-15,6927.95
20_16_2013-02-22,7000.44
20_16_2013-03-01,8518.11
20_16_2013-03-08,8023.65
20_16_2013-03-15,12486.48
20_16_2013-03-22,12486.48
20_16_2013-03-29,16060.55
20_16_2013-04-05,22691.58
20_16_2013-04-12,37310.1
20_16_2013-04-19,37593.03
20_16_2013-04-26,30674.32
20_16_2013-05-03,51647.77
20_16_2013-05-10,54505.49
20_16_2013-05-17,58584.06
20_16_2013-05-24,65417.44
20_16_2013-05-31,63794.52
20_16_2013-06-07,58099.82
20_16_2013-06-14,61768.78
20_16_2013-06-21,56018.16
20_16_2013-06-28,56018.16
20_16_2013-07-05,61768.78
20_16_2013-07-12,38430.4
20_16_2013-07-19,33029.62
20_16_2013-07-26,29814.76
20_17_2012-11-02,20037.44
20_17_2012-11-09,20037.44
20_17_2012-11-16,20037.44
20_17_2012-11-23,23049.42
20_17_2012-11-30,19247.3
20_17_2012-12-07,17507.7
20_17_2012-12-14,21383.78
20_17_2012-12-21,24482.93
20_17_2012-12-28,18756.69
20_17_2013-01-04,15355.95
20_17_2013-01-11,15871.41
20_17_2013-01-18,15082.89
20_17_2013-01-25,14707.59
20_17_2013-02-01,18535.65
20_17_2013-02-08,19921.62
20_17_2013-02-15,20574.01
20_17_2013-02-22,19657.79
20_17_2013-03-01,18810.11
20_17_2013-03-08,19686.7
20_17_2013-03-15,18055.34
20_17_2013-03-22,18055.34
20_17_2013-03-29,16478.45
20_17_2013-04-05,18966.48
20_17_2013-04-12,15684.97
20_17_2013-04-19,16593.6
20_17_2013-04-26,16096.04
20_17_2013-05-03,16154.43
20_17_2013-05-10,16046.94
20_17_2013-05-17,16032.9
20_17_2013-05-24,15206.82
20_17_2013-05-31,14764.0
20_17_2013-06-07,15538.3
20_17_2013-06-14,15898.11
20_17_2013-06-21,16032.9
20_17_2013-06-28,15538.3
20_17_2013-07-05,14865.19
20_17_2013-07-12,15888.17
20_17_2013-07-19,15347.18
20_17_2013-07-26,15347.18
20_18_2012-11-02,24522.57
20_18_2012-11-09,24522.57
20_18_2012-11-16,24007.73
20_18_2012-11-23,49354.14
20_18_2012-11-30,29735.98
20_18_2012-12-07,69632.09
20_18_2012-12-14,52861.76
20_18_2012-12-21,50865.48
20_18_2012-12-28,25883.66
20_18_2013-01-04,9872.98
20_18_2013-01-11,3334.69
20_18_2013-01-18,3096.26
20_18_2013-01-25,2311.86
20_18_2013-02-01,4159.51
20_18_2013-02-08,8136.46
20_18_2013-02-15,12614.92
20_18_2013-02-22,4529.67
20_18_2013-03-01,2262.17
20_18_2013-03-08,3119.32
20_18_2013-03-15,3061.51
20_18_2013-03-22,5384.5
20_18_2013-03-29,6655.21
20_18_2013-04-05,12358.12
20_18_2013-04-12,6429.97
20_18_2013-04-19,1159.27
20_18_2013-04-26,162.49
20_18_2013-05-03,97.21
20_18_2013-05-10,5.6
20_18_2013-05-17,1.74
20_18_2013-06-07,51.76
20_18_2013-06-28,2.94
20_18_2013-07-26,21.0
20_19_2012-11-02,646.0
20_19_2012-12-07,48.78
20_19_2012-12-21,25.0
20_19_2013-01-18,7.96
20_19_2013-04-26,14.94
20_19_2013-05-03,923.0
20_19_2013-05-10,155.22
20_19_2013-05-17,155.22
20_19_2013-05-24,1474.82
20_19_2013-05-31,838.26
20_19_2013-06-07,153.0
20_19_2013-06-14,543.0
20_19_2013-06-21,543.0
20_19_2013-06-28,1555.2
20_19_2013-07-05,1178.63
20_19_2013-07-12,156.05
20_19_2013-07-19,112.54
20_19_2013-07-26,127.36
20_20_2012-11-02,5856.26
20_20_2012-11-09,6065.85
20_20_2012-11-16,5433.18
20_20_2012-11-23,9233.61
20_20_2012-11-30,8463.24
20_20_2012-12-07,5677.82
20_20_2012-12-14,6952.16
20_20_2012-12-21,7931.95
20_20_2012-12-28,6753.29
20_20_2013-01-04,6692.42
20_20_2013-01-11,6572.4
20_20_2013-01-18,6195.58
20_20_2013-01-25,5779.38
20_20_2013-02-01,7568.79
20_20_2013-02-08,8157.01
20_20_2013-02-15,7568.79
20_20_2013-02-22,7129.41
20_20_2013-03-01,7602.25
20_20_2013-03-08,8157.01
20_20_2013-03-15,7057.93
20_20_2013-03-22,7129.41
20_20_2013-03-29,6837.23
20_20_2013-04-05,8240.54
20_20_2013-04-12,7602.25
20_20_2013-04-19,7072.35
20_20_2013-04-26,6879.44
20_20_2013-05-03,8322.39
20_20_2013-05-10,8118.08
20_20_2013-05-17,7756.23
20_20_2013-05-24,7848.75
20_20_2013-05-31,7309.57
20_20_2013-06-07,8702.1
20_20_2013-06-14,8524.31
20_20_2013-06-21,8352.02
20_20_2013-06-28,8679.18
20_20_2013-07-05,8823.55
20_20_2013-07-12,8766.0
20_20_2013-07-19,8766.04
20_20_2013-07-26,8037.51
20_21_2012-11-02,12238.31
20_21_2012-11-09,12238.31
20_21_2012-11-16,12238.31
20_21_2012-11-23,11558.76
20_21_2012-11-30,10811.42
20_21_2012-12-07,14811.89
20_21_2012-12-14,14854.24
20_21_2012-12-21,16648.95
20_21_2012-12-28,12054.94
20_21_2013-01-04,10651.09
20_21_2013-01-11,10651.09
20_21_2013-01-18,10651.09
20_21_2013-01-25,10405.95
20_21_2013-02-01,12567.78
20_21_2013-02-08,12872.31
20_21_2013-02-15,12686.61
20_21_2013-02-22,12867.44
20_21_2013-03-01,12867.44
20_21_2013-03-08,12867.44
20_21_2013-03-15,12686.61
20_21_2013-03-22,12686.61
20_21_2013-03-29,12308.91
20_21_2013-04-05,12867.44
20_21_2013-04-12,11472.22
20_21_2013-04-19,11472.22
20_21_2013-04-26,12308.91
20_21_2013-05-03,9317.17
20_21_2013-05-10,8833.73
20_21_2013-05-17,8979.11
20_21_2013-05-24,8658.12
20_21_2013-05-31,8717.8
20_21_2013-06-07,8823.62
20_21_2013-06-14,8658.12
20_21_2013-06-21,8524.31
20_21_2013-06-28,8524.31
20_21_2013-07-05,8717.8
20_21_2013-07-12,8661.36
20_21_2013-07-19,8524.31
20_21_2013-07-26,8493.29
20_22_2012-11-02,14090.44
20_22_2012-11-09,14090.44
20_22_2012-11-16,14332.92
20_22_2012-11-23,26993.34
20_22_2012-11-30,23479.17
20_22_2012-12-07,18218.17
20_22_2012-12-14,18721.37
20_22_2012-12-21,25357.86
20_22_2012-12-28,18988.1
20_22_2013-01-04,10995.8
20_22_2013-01-11,12759.27
20_22_2013-01-18,12077.27
20_22_2013-01-25,10995.8
20_22_2013-02-01,18335.13
20_22_2013-02-08,20003.98
20_22_2013-02-15,18816.67
20_22_2013-02-22,15893.71
20_22_2013-03-01,15330.99
20_22_2013-03-08,15330.99
20_22_2013-03-15,14209.91
20_22_2013-03-22,12618.7
20_22_2013-03-29,12292.46
20_22_2013-04-05,12595.63
20_22_2013-04-12,11995.02
20_22_2013-04-19,11072.47
20_22_2013-04-26,10373.36
20_22_2013-05-03,15330.99
20_22_2013-05-10,14558.19
20_22_2013-05-17,15170.84
20_22_2013-05-24,14558.19
20_22_2013-05-31,14558.19
20_22_2013-06-07,16488.6
20_22_2013-06-14,14558.19
20_22_2013-06-21,14558.19
20_22_2013-06-28,16007.48
20_22_2013-07-05,14689.42
20_22_2013-07-12,14689.42
20_22_2013-07-19,14558.19
20_22_2013-07-26,17014.72
20_23_2012-11-02,39218.35
20_23_2012-11-09,39218.35
20_23_2012-11-16,36226.39
20_23_2012-11-23,49694.14
20_23_2012-11-30,40068.79
20_23_2012-12-07,46718.12
20_23_2012-12-14,52817.69
20_23_2012-12-21,77014.48
20_23_2012-12-28,36687.68
20_23_2013-01-04,24896.89
20_23_2013-01-11,24930.16
20_23_2013-01-18,24930.16
20_23_2013-01-25,23418.38
20_23_2013-02-01,32859.24
20_23_2013-02-08,32908.23
20_23_2013-02-15,31842.73
20_23_2013-02-22,31481.42
20_23_2013-03-01,30978.45
20_23_2013-03-08,32859.24
20_23_2013-03-15,30693.23
20_23_2013-03-22,30693.23
20_23_2013-03-29,29078.26
20_23_2013-04-05,30002.2
20_23_2013-04-12,34334.24
20_23_2013-04-19,30719.52
20_23_2013-04-26,29078.26
20_23_2013-05-03,28680.55
20_23_2013-05-10,28934.04
20_23_2013-05-17,27218.57
20_23_2013-05-24,31398.33
20_23_2013-05-31,31398.33
20_23_2013-06-07,36151.78
20_23_2013-06-14,34257.88
20_23_2013-06-21,37433.69
20_23_2013-06-28,33306.16
20_23_2013-07-05,34056.56
20_23_2013-07-12,30221.75
20_23_2013-07-19,31398.33
20_23_2013-07-26,28879.21
20_24_2012-11-02,9060.07
20_24_2012-11-09,9060.07
20_24_2012-11-16,7373.34
20_24_2012-11-23,15507.95
20_24_2012-11-30,13023.58
20_24_2012-12-07,16775.64
20_24_2012-12-14,15076.32
20_24_2012-12-21,17986.73
20_24_2012-12-28,5483.91
20_24_2013-01-04,4432.74
20_24_2013-01-11,4432.74
20_24_2013-01-18,4432.74
20_24_2013-01-25,4432.74
20_24_2013-02-01,6196.04
20_24_2013-02-08,7399.79
20_24_2013-02-15,6431.15
20_24_2013-02-22,6239.87
20_24_2013-03-01,7399.79
20_24_2013-03-08,6947.75
20_24_2013-03-15,6620.49
20_24_2013-03-22,6463.66
20_24_2013-03-29,6315.27
20_24_2013-04-05,6354.78
20_24_2013-04-12,6239.87
20_24_2013-04-19,6324.07
20_24_2013-04-26,6239.87
20_24_2013-05-03,9605.37
20_24_2013-05-10,9901.7
20_24_2013-05-17,9788.28
20_24_2013-05-24,9901.7
20_24_2013-05-31,11333.7
20_24_2013-06-07,9901.37
20_24_2013-06-14,9840.25
20_24_2013-06-21,9901.7
20_24_2013-06-28,9901.7
20_24_2013-07-05,9901.7
20_24_2013-07-12,10075.56
20_24_2013-07-19,11598.18
20_24_2013-07-26,13270.66
20_25_2012-11-02,16939.98
20_25_2012-11-09,16435.4
20_25_2012-11-16,16496.64
20_25_2012-11-23,18128.64
20_25_2012-11-30,16496.64
20_25_2012-12-07,18147.51
20_25_2012-12-14,18651.23
20_25_2012-12-21,20224.05
20_25_2012-12-28,13559.09
20_25_2013-01-04,11560.12
20_25_2013-01-11,11560.12
20_25_2013-01-18,11560.12
20_25_2013-01-25,11999.35
20_25_2013-02-01,14057.39
20_25_2013-02-08,15359.02
20_25_2013-02-15,16626.37
20_25_2013-02-22,16708.14
20_25_2013-03-01,17550.6
20_25_2013-03-08,16939.98
20_25_2013-03-15,16708.14
20_25_2013-03-22,16586.1
20_25_2013-03-29,18039.81
20_25_2013-04-05,16485.17
20_25_2013-04-12,16939.98
20_25_2013-04-19,18149.62
20_25_2013-04-26,17645.91
20_25_2013-05-03,16658.15
20_25_2013-05-10,16528.81
20_25_2013-05-17,16043.75
20_25_2013-05-24,16780.26
20_25_2013-05-31,16848.05
20_25_2013-06-07,16990.23
20_25_2013-06-14,16762.26
20_25_2013-06-21,16569.9
20_25_2013-06-28,16160.74
20_25_2013-07-05,16569.9
20_25_2013-07-12,16181.66
